,id,title,keywords
0,1797pzu,Director bribed dorm operator for catering contract to feed foreign workers during COVID-19 circuit breaker,saiful rishi riyaas food commission contract dorm dhanu shri catering jail asked package pandemic workers mom punggol director business pleaded
0,1796nfd,"Singapore Eye, Gutzy Asia and The Online Citizen Asia get Pofma orders over falsehoods on woman’s death in Yishun",mom workers employers asia migrant gutzy online correction woman yishun oct ministry worker statements mental websites eye citizen directions death
0,1799aip,"Paid restaurant reviews ‘standard practice’ but being transparent is key, say food bloggers ",paid reviews sponsored bloggers advertisements eatbook blog added advertisement yan spot dfd practice food restaurant transparent advertorials clearly review eatery
0,179jcuq,Is Singapore really a Blue Zone? Experts weigh in on how healthy Singaporeans are,blue zones okinawa sardinia places recent named people daily salt cent netflix healthy buettner zone high health life eat habits
0,179kpv7,Forum: Consider having smoke-free HDB blocks ,smoke blocks non smoking smokers free hdb hand health bto homes allowed inside demand second coming home neighbours irritant hazard
0,179mp55,"More rain in second half of October, could bring respite from warm weather and haze: Met Service",oct service degrees celsius recorded met region expected showers temperatures rain second weather average conditions highest forecast thundery fortnight parts
0,179olv2,"Nitpicking or not? US YouTuber visiting Singapore shocked by people blatantly picking noses in public, Lifestyle News",people nose public picking youtuber boudrie maybe good saw shocked seven things wellman video uploaded noticed pick west videos like
0,179ob0j,"Retiree scammed of S$64,000 after computer was 'taken over', man who received the money on trial",bank money chiam accounts computer transfers gan asked lim transferred know statement dsp account india trial funds prosecution received shawn
0,179ajh9,"'Not my duty to wipe': Man argues with enforcement officers over cleaning of dirty table at hawker centre, Singapore News",table diners return trays crockery officers dirty wipe khuranasahib nea video officer duty tray offence know hawker clean meal hard
0,179qdey,"SMRT Trains charged over death of technical officer in 2020, faces fine up to $1m ",machine smrt trains press death march ensure allegedly pressure work rail operator faces employees court operating hit failed piece operation
0,179lkkm,"TODAY Youth Survey: Large majority say having a degree is still necessary to succeed in S'pore, expect their children to attain it",university degree education future success survey based teo child today necessary development build career regardless views respondents importance collar cent
0,179r95a,"Wiping tables not required, says NEA after video shows officers telling diner to do so at Tekka food centre",officers diner nea table diners tables enforcement return required wipe litter issued video tray use leave agency outside food taking
0,179s06v,Teen admits to sexually assaulting his 2 younger sisters multiple times ,old molested sexually court offender living room woke younger sister identified documents occasions victims molesting sexual offences mother asleep time
0,179shmw,"Traffic marshall argues with driver in Siglap who allegedly failed to stop, rants: 'Eh lately a lot of ch** by* driver'",stop marshall hand driver road hyundai exchange traffic way video fellow lane know right wants controlling got altercation vigilante sgrv
0,179tgwn,Singapore advances to second round of 2026 FIFA World Cup qualifying after seeing off Guam,guam asian leg afc fifa cup qualifying oct lions opponents shawal round teams ranked second rounds sides play week sealed
0,179u2w9,Over $1m lost in 15 days: S’porean retiree loses life savings in fake Facebook friend request scam ,madam tan statements september asked ended payments told materials needed bank transfers sent transfer barclays sept making accepting friend request
0,179vov4,Over $1m lost in 15 days: S’porean retiree loses life savings in scam by fake Facebook friend ,madam tan statements told bank transfers transfer sep asked ended claimed payments materials needed account barclays received sept believed scammer
0,179y8e1,Clementi police headquarters to relocate to make way for Cross Island Line station,clementi avenue police crl oct station headquarters neighbourhood centre relocate way construction cross island line lempeng drive cease operations current
0,17a1u8p,"‘I carried around my piggy bank’: Amid DBS, Citibank service outage, cash is king ",bank piggy pay massage tin buy looks money banking services long masseuse tank administrative officer anderson tan silver hand went
0,17a7eaa,Double-decker bus rear bursts into flames along Tampines Ave 4,bus scdf tiktok heard trapped inside rear flames tampines avenue user calling lot people sorry mothership involved engine compartment double
0,17abdw9,Low chance of haze affecting Singapore despite increase in Sumatra hotspots,haze hotspots detected sumatra low affecting increase nea surrounding region southern central prevailing winds forecast chance despite number national environment
0,17ac8gs,"Former Cheers worker to be charged with harassment, being uncooperative with police ",police public investigations officers abusive servant charged harassment uncooperative jan customer store videos incident social media showed cheers outlet identity
0,17actyb,TODAY Youth Survey: 8 in 10 aspire to own private homes as 'life goal'; experts say financial realities will temper expectations,cent private future home agreed worry survey property children public strongly flat life cost child aspiration respondents singaporeans ms shuhadah
0,17afbee,"Police, NParks will reject applications to hold public events relating to Israel-Hamas war ",events hamas police israel war hold assemblies statement palestine pm relation nparks joint permit countries incidents peace harmony situation topic
0,17afuvz,S’porean wins top prize in global contest with photo of lizardfish trying to eat grouper in Philippines ,koh small grouper ms prize lizardfish underwater photo siena time macro coast philippines jaws larger fish cm taken anilao awards
0,17agqub,"Sea views, proximity to MRT stations will make Bayshore popular with BTO hopefuls: Analysts ",flats bayshore units room east coast estate home mrt stations added bedok hdb near upcoming likely popular seekers schools sea
0,17agxwh,"School fees to increase for PRs, international students for next 3 years, no change for Singaporeans: MOE",fees school students moe international government schools increase ministry education permanent residents aided increased place oct regular review added release
0,17aj7l4,"Female officer completes 65-day SAF Ranger course, first S'porean woman to do so",course ranger saf yap female complete neo officer graduates hui jun linkedin david trainees combat training regulars oursingaporearmy youtube kilometre
0,17ajz4u,Chinese national who tried but failed to give cop $76 bribe gets 5 weeks’ jail ,xu ong police officers sc identity chinese national repeatedly pleaded check card stop offered sentenced weeks jail trying bribe officer
0,17ak4kc,"Female officer completes 65-day SAF Ranger course, first S'porean woman to do so",course ranger saf yap female complete neo officer graduates hui jun linkedin david trainees combat training regulars oursingaporearmy youtube kilometre
0,17aka7k,"Money laundering case: Woman lived on Sentosa with lover, not daughter; S’pore roots overstated, says DPP ",lin case daughter accused money laundering bail dpp lived sentosa old living tan separate arguing chew police passports paying woman
0,17am7ti,"'Short-tempered and brusque': Chinese tourist says Singapore service staff unfriendly compared to Malaysian counterparts, Singapore News",service staff gogo chinese tourist feel like attitudes singaporeans malaysia friendly bad especially video uploaded oct netizens time user stress
0,17aml19,"Boon Lay void deck library to close due to complaints, messiness, lack of community effort: Founder ",library community books facebook complaints place effort maintain kor bookshelves opened april founder group wants stolen child void deck boon
0,17aml4i,"$5,000 subsidy for some NTU master’s degrees, extra 10% off for alumni ",programmes ntu receive master coursework subsidies funded singaporeans permanent residents alumni cent nus self programme studies university subsidy based financial
0,17amrja,Couple with S$325 million in assets seized in billion-dollar money laundering case seek bail,million zhang properties prosecution worth seized bail investigating overseas bank accounts china officer charged charges funds company police according frozen
0,17ang4u,"No injuries, damage to equipment after waterspout spotted near Tuas Port construction site: MPA ",land water tornado tuas waterspout form cloud waterspouts associated thunderstorms tornadoes remain air thunderstorm mss sea near spotted morning experts
0,17app56,"Woman, 38, riding pillon, dies in Jurong after motorcycle-tipper truck collision",jurong shin min motorcycle collision lane scene conveyed tipper truck old woman riding pillion occurred town hall daily news incident
0,17apw67,AirAsia boss Tony Fernandes draws flak for shirtless massage during work call,massage linkedin shirtless culture fernandes posted post management meeting user air asia chief executive officer tony drawn criticism half naked
0,17atoi0,$2.8b money laundering accused is IT company CEO but does not know where office is: DPPs ,company dpps money laundering su ceo firm charges arrested case claims know office investigations shell bail roots xing technology added
0,17b4qb1,"Commentary: Singapore has long resisted unemployment benefits, so why the change of heart?",unemployment workers support benefits job best form welfare prime minister provide wong introduce pace displaced technological easily jobs people long
0,17b4xyy,Car repeatedly rams into back of SMRT bus in Choa Chu Kang; police investigating ,bus car junction investigations police ongoing video ramming choa chu kang seen service lane traffic stops vehicles stop continue turn
0,17b6f57,"TODAY Youth Survey: Large majority say having a degree is still necessary to succeed in S'pore, expect their children to attain it",university degree education future success survey based teo child today necessary development build career regardless views respondents importance collar cent
0,17b9031,Some HDB flat sellers use new public housing model to push up asking prices,flats new plus locations resale bto ms flat prices like classification location areas supply sense lim looking home affected launched
0,17b9fu2,Youth admits to raping schoolmate in park toilet while her then-boyfriend held her down ,victim accused toilet boyfriend drinking old floor admiralty park rape couple bottle live stream session playground time bail string theft
0,17bcagf,"‘Wave of shock, despair, disappointment’: National swimmer Quah Ting Wen recounts Asian Games relay disqualification",way things try people mind helps bad feelings quah need okay pressure putting feel like right time images tried find
0,17bco7b,"President Tharman, PM Lee & FM Vivian send condolence letters to Palestinian leaders on civilian casualties",humanitarian gaza minister lee vivian palestinian tharman prime pa situation civilians families solution hsien loong foreign balakrishnan authority dire loss
0,17befvr,"Gojek to charge less commission from drivers, but passengers must pay fee for going cashless ",cent gojek company fee ride drivers hailing commission nov use services help earnings driver time new supply point sector higher
0,17bfdj5,"Singapore’s Chinatown makes world’s coolest neighbourhoods list, ranks 14th behind Hong Kong and Tokyo, Lifestyle News",chinatown list neighbourhoods hill coolest number ann district sights city know neighbourhood annual spot ranked like cultural heritage siang duxton
0,17bfw0u,"Family coaches, 'action plans' for lower-income families in enhanced ComLink: Lawrence Wong",families wong support family comlink income help children coaches work lower rental mobility role needs ensure longer term progress staying
0,17bg7mg,WP calls for Israel to cease all military operations in Gaza Strip and Hamas to release Israeli hostages,israel wp gaza hamas peace palestinian war strip oct added state attack called military humanitarian aid immediate israeli hostages attacks
0,17bgdjl,Billion-dollar money laundering case: Accused with Singapore properties worth S$115m may face forgery charges,su million investigations documents source charges forged banks accounts affidavit io wife lye money forgery submitting hide funds received tendered
0,17biire,"MAS instructs DBS, Citibank to investigate outage; will take ‘appropriate supervisory actions’ after ",mas systems customers data service centres authority required outage services critical hours system providers alternative dbs citibank fully recover timeframe
0,17bithf,"Tanglin Halt to have 5,500 HDB flats, integrated development with hawker centre and polyclinic ",tanglin halt hdb estate centre housing board flats built queenstown integrated market site commonwealth drive food young residents second phase
0,17bjoyf,Shermin's March,shermin dating advice friends writer producer boyfriend end singlehood embarks journey find armed tips coaches professors family fine tunes online
0,17bmm7s,"Move youth away from high-sugar, high-fat, high-salt foods: Former WHO chief scientist ",countries health swaminathan high challenges public dr workers adolescents diseases income global people conference pandemic healthcare increasing challenge today diet
0,17bpfln,"Election expenses of PE2023 candidates open for inspection online for the first time, from Oct 20 ",returns candidates expenses inspection elections candidate election declarations available inspect presidential online time department statement chief act principal spent open
0,17bwqci,"Sheng Siong CEO donates S$200,000 to 'Humanitarian Relief for Gaza' fundraiser",rlaf lim fundraising affected gaza health sheng siong support communities humanitarian people highlighted post donation contribute unrwa effort rahmatan lil
0,17bwwck,"Wet weather to keep regional hotspots 'subdued', low chance of haze affecting Singapore: NEA",haze forecast nea return wet weather expected regional hotspot situation subdued national environment agency oct showers surrounding region added daily
0,17bxgtz,More help for low-income so that no family ‘gets trapped in a permanent underclass’: DPM Wong ,families support wong government children rental comlink longer flats income provide programme work term staying hdb buy employed highly subsidised
0,17c2ens,"PE 2023: Tharman spent S$738,717 on campaign, highest among the 3 candidates",expenses candidates campaign declarations candidate tharman donations total available advertising president spent election presidential inspection eld chief ng totalled tan
0,17c2h40,"President Tharman spent over S$700,000 on election campaign, highest among candidates",advertising online election tharman expenditure campaign ng posters candidate eld highest tan cent non printing banners included expenses according candidates
0,17c2ib0,"PE 2023: Tharman spent S$738,717 on campaign, highest among the 3 candidates",expenses candidates campaign declarations candidate tharman donations total available advertising president spent election presidential inspection eld chief ng totalled tan
0,17c2kuc,"TODAY webinar: Failure to understand complexity of vocational work may explain low wages, say panellists",vocational degree people skills work pay emphasis society success universities think time plumbers live important session panellists technical lee ms
0,17c35sv,"PayLah! down for some users, less than a week after DBS banking services were disrupted ",dbs paylah access bank customers service cards cashback users website faced morning facebook use digibank scan pay posb debit credit
0,17c62gx,"Company, director admit to offences over expiry dates of 5,880kg of food in biggest case probed by SFA ",expiry fish meat dates far ocean firm prosecution processing director sfa quek offences conditions licences premises marked labelled proper company
0,17c9ph8,Commentary: Debate over COE system will go round in circles if we don't accept reality that car ownership is exclusive,car coes like coe prices people willing income pyramid group high buying power households expensive place world motorcycle van truck
0,17cc2ik,"Start-ups struggle to repay loans as interest rates rise, says association representing SMEs",ups firm local rates growth ng loans higher interest companies lim compared period asia sectors cash igloo businesses pandemic ceo
0,17cdtpm,"Police probe 479 people, including 81 teenagers, for suspected scam involvement ",money scam cases million police suspects total operation alleged victims lost scams cheating laundering payment licence carries jail term fine
0,17cpl82,"PM Lee explains importance for Singapore to maintain relations with Israelis and Palestinians, provide aid to civilians",lee right israelis israel law humanitarian think palestinians way international civilians closely adding civilian live state acknowledge exist country progress
0,17cruir,Two 14-year-olds nabbed in Yishun for suspected drug offences involving crystal meth,g old drug ice arrested suspected oct house cnb kg tablets boys offences involving crystal methamphetamine islandwide blitz central narcotics
0,17crxrh,NTU’s microalgae oil to be produced in bulk by S’pore firm eyeing Nasdaq listing ,oil microalgae eves energy facility chan indonesia million tonnes cake dr method process palm alternative developed ntu company sustainable production
0,17cs6ta,"Commentary: I jogged 15km a week, so why did I keep getting fatter?",weight overweight getting gain narratives believed diet kg bmi found statistics early gaining buying bigger work pants puzzling jogged km
0,17cw1rd,Singapore police investigating activist Gilbert Goh for holding Israel-Hamas sign at Speakers' Corner,israel hamas police goh conflict speakers corner holding sign related outside public posted photo social media oct investigating activist gilbert
0,17cyrnq,"Sports School student’s death: Congenital heart issues not so easy to detect, say experts ",medical health nurshafiq screening training student ecg cardiac football issues symptoms ssp detected tests chest athletes cost coach pre arrest
0,17d3s4m,‘I’m agile’ says 71-year-old woman told to sit on lower level by double-decker bus driver ,deck bus added transit told lower sit upper tower driver ms gym seniors safety going hitting week spokesman operator efforts
0,17da1xw,Review of past fires finds lapses in how SCDF officers used breathing equipment ,scdf fire review ppe breathing apparatus control operational operation died training incidents officers proper use sets point officer residential safety
0,17di2rx,Commentary: Idea no enough? Why movie directors like Jack Neo keep spinning sequels,neo money ah director jack movie franchise running direct movies girls army cross internet went hyperdrive announced instalment series works
0,17diyhb,Cyclists riding in middle lane confront taxi driver in middle of Middle Road,cyclists driver car video road camera lane group jam brake appeared footage stopped vulgarities money uploaded vigilante incident away traffic
0,17dlvtt,Man misses a step & plunges headlong into front tyre of police vehicle at Clarke Quay,police tiktok officers wheel blue fountain step vehicle took scdf assistance commonplace find people going getting drunk night clarke quay
0,17dokqe,"Singapore the 'LV destination' for concerts, but will rising costs, competition derail that?",concert concerts stadium good record making tour stop artistes luxury audience lv southeast asia string thousands fans national british band
0,17dp3gf,"Tiong Bahru cat Bob, 18, survived an accident and four operations, now lives his best life ",cat street known bob area eng hoon tiong bahru quaint shophouses famous yong tau foo shop lesser icon old familiar
0,17dpzpo,Parliament to have full discussion of Israeli-Palestinian conflict in early November: PM Lee ,israel lee hamas parliament conflict following humanitarian crisis gaza pm oct killed people civilians riyadh discussion position israeli palestinian sits
0,17dt09u,Kayaker missing off the coast of Sentosa; search operation ongoing,search scdf missing sentosa mpa kayaker reported vicinity rescue operation underway civil defence force oct alerted coast island maritime port
0,17dv1qi,"Insensitive ads describing maids as ‘good value for money’, ‘affordable’ are back ",affordable maid workers hope recruitment known statements jostle customers promises good value money notices place shop windows items sale goods
0,17e6vfg,Forum: High cost of living creates a dent in dream of pursuing one’s passions ,passions high cost living singaporeans interests non career prosperity key society condominium dream find mainstream careers life choices opting reality
0,17e6y74,askST Jobs: To reveal your last-drawn salary or not? ,pay salary disclose drawn says adds employers ms tan offer expectations garg ask candidate job current upfront role prospective employer
0,17e9hlh,"Tony-winning Broadway musical Hamilton to be staged in Singapore from April 19, 2024 ",hamilton american broadway musical april sands critically acclaimed debut award winning production start limited run theatre marina bay tickets sale
0,17ec72y,"No decision on use of nuclear energy yet, Singapore to keep options open",nuclear gan technologies decision energy options build potential capabilities study deploy open expertise area minister trade industry kim yong oct
0,17eh8m8,Missing kayaker was trying to rescue companion when she was 'swept under' by currents off Sentosa,kayaker capsized sentosa currents woman went help swept helped search told cna barriers happened meet sea missing morning oct trying
0,17eh8lo,ERP 2.0 unit installation to start with company vehicles on Nov 1; motorists can opt out of touchscreen display,unit vehicles new erp system lta based obu motorcycles satellite distance charging components touchscreen display motorists company board required land
0,17egwjw,"Bukit Merah flat sold for S$1.45 million, most expensive 5-room flat in area",flat million unit area sold resale bukit merah expensive room according hdb price buyer family number broker lianhe zaobao units
0,17ehv23,"Man, 29, lies to police about neck pain after another driver hits his car, CCTV shows he wasn't inside",chai accident ho car police neck report false pain driver reversed doctor insurance standing cna injury statement claim old parked
0,17eknd0,Hamas fails to make case that Israel struck Gaza hospital ,hamas israel evidence munition site blast gazan accused gaza city people group declined details run health ministry arab claim turned
0,17en0x8,Want to opt out of ERP 2.0's touchscreen display? Here's what it will mean for you,unit obu touchscreen display motorists erp new components zones vehicles lta information silver speed system current vehicle units replaced board
0,17ex7dd,"'This is not supposed to happen': Experts on DBS, Citi outage caused by data centre failure",data banks centre banking centres dbs citibank system incident services experts outage cooling payment oct equinix investigation contractor chilled water
0,17eyvse,Commentary: Time is a crucial factor in Singapore’s mental health well-being,health public mental individuals cent state hand willingness seek help healthcare adequately handle surge demand patients despair care services hospitals
0,17ezj5e,"First look at Trifecta, the snow, surf and skateboarding attraction in Singapore's Orchard Road ",checked trifecta tried hand snowboarding surfing heart orchard road went
0,17f10uj,Robot ‘butler’ trial launched at HDB rental block to deliver meals to homebound seniors ,aiden seniors meals lift lb programme ms wee rental flats robot deliver group lifts social trial items staff member sessions
0,17f3vdi,Residents to be rewarded for cutting electricity usage during peak periods under new pilot ,power usage system initiative energy ema supply sp peaks help grid residents smart meters called demand periods r dr tentatively
0,17f48cs,$1 to RM3.5: Singapore dollar surges to new high against Malaysian ringgit ,ringgit rate dollar high bloomberg going customers currency demand surged new malaysian early morning exchange breached mark according data fluctuated
0,17f4l5k,"Woman, 29, charged for verbally abusing SGH nurse, allegedly moonlighted as hostess",han work charges public according cna bail abuse hostess permit clerk feizi court fresh plead guilty asked judge woman allegedly
0,17f517b,Mandatory hourly breaks for some outdoor workers when weather gets too hot: MOM,workers outdoor mom ministry measures activities work added rest manpower oct introduced new rules aim protect risks heat stress enhanced
0,17f5y33,S$1 to RM3.50: S'pore dollar hits record high against M'sian ringgit,asia malaysia rate dollar hit ringgit reported worst interest high malaysian exchange google time currency performer bloomberg widening central rates
0,17f6hxr,Singapore gives conditional approval for 1.2GW of electricity imports from Vietnam to Sembcorp Utilities,electricity energy import renewable ema conditional importing sources lao pdr countries granted approval vietnam low carbon sembcorp minister tan asia
0,17f70e3,Britain's Prince William to visit Singapore for Earthshot Prize ,william united million winners kensington palace attend finalists trip royal protect illegal wildlife trade general london prince travel november annual
0,17f77mi,"Man who raped three of his daughters found unfit for caning, gets another 10 months' jail",daughters abused sexually caning daughter father high strokes cane term youngest abuse case lieu appeal raped fourth given jail court
0,17f7bt4,Runner Soh Rui Yong breaks two national records at Valencia Half Marathon,soh marathon national record frustration asian games performance valencia half records time km road held race world m marathoner rui
0,17f7qb3,"Couple gets a shock after seeing 18 'new faces' in Sengkang flat they rented out, Singapore News",flat koh room hdb flats people landlords unit allowed rented later found new living agent told asiaone original rental shocked
0,17f8bip,"Court cuts doctor's access to his children after ex-wife accuses him of sex, porn obsession",children father access ex husband girls pornography sex justice chan claimed underage kids risk appeared sexual found old granted overnight
0,17f9pc0,"Govt to manage gas purchases, supply for power sector: Gan Kim Yong, Singapore News",gas power create electricity gan ema demand entity purchase supply sector energy security city state prices trade industry provide authority
0,17fbd0b,"Body of kayaker found in waters off Sentosa, two days after 33-year-old woman went missing",kayaker body missing sentosa morning found waters police woman investigations cna female went oct statement retrieved island pm civil defence
0,17fe0ta,"SFA suspends, fines NTU eatery after infestation ",food sfa licence suspended eatery nanyang ntu premises infestation website demerit points offences handlers hygiene safety practices hall technological university
0,17fezpw,Flash Coffee ex-staff will not receive owed salaries in near term: Union ,company oct employees coffee flash salaries owed ms cheong debt union fdawu update outlets filing proof creditors salary reported statement
0,17fr86k,"NEA stops daily haze advisory with improvement in situation, forecast of wet weather",haze region nea daily advisories transboundary issuing oct situation affecting low asmc lowered level indicating season surrounding past national environment
0,17fruj1,Pilot programme to get households to reduce energy use during peak periods ,testing app alert households stop postpone appliances peak usage periods authorities programme offer homes smart meters financial incentive reduce electricity
0,17ftizn,"S’porean man, 30, chopped off man’s index finger with 40cm knife over staring incident in Ang Mo Kio",kumaran karthik knife judge right finger away tanggapan pleaded guilty car sentence friend drove index strokes cane long victim father
0,17ftnmp,New demand-and-supply initiative to help boost sales of local vegetables and fish ,demand produce local buyers producers supply initiative retailers vegetables farms industry needs koh unable help buy grown ease certainty fish
0,17fvh3d,"New train fleets, track circuit, power supply systems: North-South, East-West MRT lines complete renewal works",systems works new nsewl rail lta cables core completed signalling circuits programme sleepers renewal feature condition monitoring faults pre disruptions
0,17fx3us,"Former president Halimah Yacob conferred Order of Temasek, tops list of National Award recipients ",halimah madam president order temasek tharman national head minister senior building wee yacob conferred nation highest civilian honour high distinction
0,17fzfhc,"Court room packed as public turns up to see woman, 29, who verbally abused SGH nurse, plead guilty",public court courtroom han members charges appeared douyin counts woman sgh scheduled people feizi charged videos officer waiting hour mothership
0,17g03sd,"Financial institutions, telcos may bear liability ‘ahead of’ consumers in proposed framework for scam losses",framework telcos consumers scam scams responsibility financial institutions paper loss mas consultation shared fail bear duties telecommunication companies customers responsibilities
0,17g0cgg,"Woman in viral hospital argument with police jailed for abusive behaviour, lying in work permit application",han security work accident grab driver court shouted police oct guard general permit clerk causing words employee public guards floor
0,17g0c7y,Kayaker whose body was recovered off Sentosa was former nurse who founded local soap business,kayaker sentosa waters founder chew capsized currents male told cna sim meet sea body found civil defence force afternoon oct
0,17g15x4,Households to get financial incentive for reducing electricity use during peak periods from next year,demand electricity decrease energy use efficient test alerting households stop postpone appliances peak usage periods kind effort consumption authorities programme
0,17g674r,Taiwan chipmaker considers S'pore for site of new S$2.7 billion chip plant,vis plant chips chip inch taiwan billion new wafers location nikkei asia semiconductor building reported decision advanced demand china wong
0,17g71b2,"Financial institutions, telcos accountable to scam victims if found negligent under planned framework ",victims banks account framework credentials covered duties proposed responsibility institutions phishing include providers smses legitimate operators outlined scams authority infrastructure
0,17ggy4k,"Man behind one of Singapore's largest rental scams, with S$383,000 cheated from 68 victims, jailed",zeng victims rental units prosecutor photos scam scams locals victim bail sales executive took job jail charges cheating taken arranged
0,17gj7fu,Commentary: Could Trans-cab merger and rumoured foodpanda buyout spell trouble for Grab customers?,delivery hero southeast asia foodpanda exit grab food announced half markets apples hard meaningful riders customers million billion buy shut
0,17gjhfc,ISD celebrates 75th anniversary by honouring officers who risked life and limb for Singapore ,ji isd officers members officer minister department saraj terrorist security detained operations little known work dinner lee pulau bukom team
0,17gleko,"'You don't need to pay': Diner surprised by Canton Paradise staff's kind gesture after he said food wasn't nice, Singapore News",dish service cabelles paradise canton video chee cheong fun customer food cashier charge received experience dining outlet restaurant like taste
0,17gllpq,"Couple gets a shock after seeing 18 'new faces' in Sengkang flat they rented out, Singapore News",flat koh room hdb flats people landlords unit allowed rented later found new living agent told asiaone original rental shocked
0,17gpvh2,PAP introduces another new face in Sengkang GRC,sengkang pap loh ms party new ling slate associate professor lam ruling people action oct announced branch chair opposition run
0,17gqkup,"Upskirter defended himself at trial, criticising police and AGC, but is convicted and given jail",tan claimed footage police ms escalator case images laptop p upskirt station cctv found evidence trial handled work orchard mrt
0,17gt0xo,Angry birds! Crows let rip on Orchard Road pedestrians ,birds people attack seen attacking mall area ms crows nearby tree close escalator eyewitness told saw ear old going attacked
0,17gxso3,New MOE survey initiative to understand parents’ views on policies ,parents moe schools children policies new learning key initiative changes views education spokesperson invited surveys groups dr khoo hopes provide
0,17gy5zi,"Malaysians working in S’pore planning holidays, renovations as Sing$ hits new high against ringgit ",ringgit working home new border exchange money johor dollar work rate extra bahru malaysians high wong decision strong currency relatives
0,17h2u50,"Man, 70, who drove without licence and killed cyclist at zebra crossing gets jail, fine and 9-year driving ban",bhagwan khan driving road crossing zebra licence van valid holding obtaining bicycle loo approached slip accident face death judge jailed
0,17h3lgz,"Orchard Road to woo visitors with first Christmas Eve street party, three Christmas Villages ",christmas orchard plaza road orba shaw eve party great house nov feature city singapura street villages light filled anniversary annual
0,17h974n,"Annual Christmas display to go green using past fixtures, solar power ",lights christmas display orchard road feature green features reusing fixtures past installations time powered sun clara lee reports
0,17ha8eq,Malaysia keen to negotiate continuation of Johor Bahru-Singapore shuttle train service,rts johor service bahru woodlands link malaysia operations countries passengers bukit chagar try negotiate shuttle train sentral transport loke maintained
0,17haccw,Swimmer Toh Wei Soong wins Singapore’s first gold at Hangzhou Asian Para Games in S7 100m back ,m toh games asian gold men bronze backstroke silver medals free singles hangzhou para race medal record chinese gao previous
0,17hb8hn,"Singapore bank UOB sees stronger 2024 outlook, Q3 net profit trails estimate",uob growth billion digit citigroup outlook loan cent net profit earlier single remain wee bank expected fees reported quarter projected
0,17hbus1,"SkillsFuture top-up for mature mid-career Singaporeans, more support for ITE grads: Forward SG report",report children learning love singaporeans highlighted shifts job career graduates salaries place cent government supported development lower evolving dream eschews
0,17hc4fa,Forward Singapore report: New roadmap with key shifts for S’pore in 7 areas,singaporeans report forward dream support social shifts exercise wong roadmap nation continue education students needs key policy following long prime
0,17hcgzn,"S’pore man, injures himself & asks friends to act as kidnappers to extort S$200,000 from mother",zixiang mother jaivin asked shijie injured money poker plan arm home chen transliteration mandarin friends kidnappers extort shin min met
0,17he4kf,'Better to stay safe': Singapore travellers cancel holidays to Middle East amid Israel-Hamas war,jordan dr chua travel israel ng petra decided cancel egypt far trip old oct told middle east west bank tour
0,17hhqnr,Mothership's press accreditation suspended for 6 months after second embargo breach in 2 years,mothership accreditation suspended embargo broke outlet march government announcement time article news water mci february tan team embargoed press media
0,17hlk17,When can scam victims expect payout under the proposed shared liability framework? ,scam victim proposed sms scammer consumer scenarios receive banks detailed authority duties telcos pay users transactions messages authorised payout bear
0,17hlq2z,"7 years jail for drink driver who ‘treated road like Grand Prix driving circuit’, killing 1 and injuring 6 ",driving alcohol kmh ng sentencing accident case gojek driver injured limit micrograms millilitres breath dangerous irresponsible deadly influence roads killed
0,17hmwru,Teachers’ Day and Children’s Day to be designated as preschool holidays from 2024,teachers masagos educators children holidays ecda added development teaching quality designated minister social family course allowed close staff parents support
0,17hobii,S'pore woman's 'quiet' ride fulfilled despite driver getting into shouting match with another driver,driver grab xiao qian car ride quiet remained road opted started driving drive mothership waited middle stated going fine began
0,17ho03q,"Jail, caning for cleaner who stalked undergrad at Kranji, rained blows on her face and raped her",chinnaiah student victim boyfriend bus stop mrt dpp road walked kranji station phone started unable away police direction area strokes
0,145odpp,Keep an open mind and travel: National Youth Council encourages more youth to explore South-east Asia ,open mind explore south east asia wang junyong advice tertiary
0,17j3swb,Woman who put feet up against pole in SBS bus arrested for public nuisance ,bus feet arrested public nuisance dispute captain video seen resting
0,17j2qj6,Lee Kuan Yew wanted S’pore to be green and liveable: PM Lee ,lee pap country green founding ang mo kio activists film
0,17j0vvo,Largest ActiveSG gym in Singapore opens in Sembawang ,gym activesg studios new bukit canberra dance opening centre swimming
0,17iyzje,"Woman transfers $400 to Thai bank account for 'Singapore Pools ticket' after seeing Facebook post, gets scammed, Singapore News",stomp contributor betting facebook post oct cheque scam agreement photo
0,17iysuc,Singapore's vote in favour of UN resolution shows clear stand on Israel-Hamas conflict: Shanmugam,resolution civilians gaza humanitarian shanmugam oct called vote conflict strip
0,17jgbat,"As Govt moves to expand childcare options, mothers and experts say more can be done to support working parents",childcare services work childminding care help support old child children
0,17jfsdo,Jurong West Hawker Centre reopens after 3-year closure ,new jurong west hawker centre officially reopened closed management revamp
0,17jfc8e,"Former president Halimah Yacob awarded Order of Temasek for lifetime of devoted, distinguished service ",halimah citation madam elected national parliament president nation highest devoted
0,17jep6a,Inflation in Singapore has eased but MAS 'not declaring victory yet': Central bank chief,cent menon mas september core monetary declaring victory price pressures
0,17jeo3j,"Analysis: GE preparations underway as PAP deploys new faces in opposition wards Hougang, Sengkang",pap hougang sengkang wp party candidates lam tan new general
0,17jizxa,"As Singapore commemorates LKY100, remember what his generation of leaders stood for: PM Lee",lee late green minister prime vision pap film campaign garden
